user_id,archetype,secondary_archetype,secondary_archetype_weight,danger_preference,luxury_preference,novelty_preference,historical_preference,technology_preference,nature_preference,fantasy_preference,space_preference,power_preference,budget_log10,budget_tier,price_sensitivity,popularity_preference,exploration_tendency,impulsiveness,activity_level,activity_tier,catalog_version,user_generation_version,generation_seed,created_at
synthetic-user-v1-000784,Tech Futurist,,0.0,0.4509,0.6665,0.8493,0.1674,0.8365,0.3054,0.1978,0.4201,0.3084,8.7635,low,0.1587,0.571,0.3366,0.3516,0.6741,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:03Z
synthetic-user-v1-000785,Tech Futurist,,0.0,0.4766,0.9561,0.9077,0.624,0.9006,0.3311,0.864,0.7006,0.6833,11.7547,medium,0.3843,0.5979,0.6777,0.1979,0.7657,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:04Z
synthetic-user-v1-000786,Eclectic Browser,History Collector,0.29,0.5434,0.3248,0.5026,0.7774,0.7151,0.4792,0.5899,0.7408,0.3616,14.9444,medium,0.4177,0.3112,0.8467,0.6815,0.8417,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:05Z
synthetic-user-v1-000787,Power Seeker,,0.0,0.6726,0.7097,0.5929,0.423,0.4455,0.5258,0.8314,0.2599,0.9248,17.629,high,0.6391,0.6309,0.4135,1.0,0.559,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:06Z
synthetic-user-v1-000788,History Collector,Fantasy Lover,0.2387,0.3843,0.7364,0.5224,0.8743,0.3379,0.4359,0.3739,0.3702,0.5984,15.8426,high,0.3806,0.6138,0.1368,0.3789,0.4347,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:07Z
synthetic-user-v1-000789,Luxury Collector,Curious Generalist,0.3602,0.0999,0.5775,0.6035,0.4009,0.2583,0.4388,0.2368,0.337,0.0101,16.0927,high,0.8512,0.5825,0.5895,0.307,0.6617,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:08Z
synthetic-user-v1-000790,Thrill Seeker,History Collector,0.2186,0.5372,0.3574,0.7987,0.5737,0.4848,0.6945,0.3966,0.1985,0.6361,12.29,medium,0.1405,0.4197,0.7452,0.8166,0.6083,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:09Z
synthetic-user-v1-000791,Luxury Collector,Curious Generalist,0.2531,0.3067,0.7904,0.148,0.669,0.6563,0.3629,0.6432,0.4908,0.7785,14.0451,medium,0.5123,0.8537,0.3018,0.0,0.8181,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:10Z
synthetic-user-v1-000792,Power Seeker,,0.0,0.5493,0.5052,0.8469,0.2458,0.5103,0.5291,0.3664,0.3209,0.6158,18.8981,high,0.3804,0.5038,0.3707,1.0,0.5171,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:11Z
synthetic-user-v1-000793,Thrill Seeker,,0.0,1.0,0.336,0.9431,0.3878,0.5194,0.5029,0.5314,0.198,0.8129,9.7518,low,0.2223,0.5068,0.8073,0.6367,0.8936,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:12Z
synthetic-user-v1-000794,Space Enthusiast,,0.0,0.4602,0.4345,0.7897,0.4632,0.7065,0.1351,0.3934,0.987,0.6362,22.9635,ultra_high,0.4637,0.4845,0.5758,0.4584,0.4466,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:13Z
synthetic-user-v1-000795,Nature Explorer,,0.0,0.5464,0.4593,0.755,0.3518,0.4859,0.8247,0.0421,0.5245,0.4501,16.5124,high,0.7063,0.2684,0.8749,0.4518,0.644,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:14Z
synthetic-user-v1-000796,Curious Generalist,,0.0,0.5329,0.7292,0.6306,0.4497,0.5233,0.8156,0.4556,0.1833,0.1423,16.3757,high,0.9144,0.9342,0.4866,0.706,0.5515,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:15Z
synthetic-user-v1-000797,Tech Futurist,,0.0,0.3499,0.7429,1.0,0.435,0.8482,0.3395,0.0,0.2329,0.4164,9.3341,low,0.5984,0.168,1.0,0.7394,0.659,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:16Z
synthetic-user-v1-000798,Eclectic Browser,,0.0,0.7142,0.2019,0.6507,0.4674,0.6173,0.4725,0.5232,0.396,0.3753,18.3725,high,0.4419,0.4374,0.9794,0.3431,0.7996,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:17Z
synthetic-user-v1-000799,Power Seeker,,0.0,0.7258,0.4799,0.5068,0.4726,0.5054,0.2642,0.591,0.3303,1.0,18.2506,high,0.425,0.7421,0.5141,0.9537,0.5882,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:18Z
synthetic-user-v1-000800,Tech Futurist,Eclectic Browser,0.3996,0.6219,0.728,0.9125,0.3728,0.887,0.3576,0.587,0.3387,0.631,17.031,high,0.3448,0.3535,0.5483,0.8273,0.506,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:19Z
synthetic-user-v1-000801,Thrill Seeker,,0.0,0.7853,0.2934,0.6261,0.4133,0.7725,0.7128,0.4926,0.23,0.8183,8.4071,low,0.2106,0.5878,0.5905,0.9529,1.0,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:20Z
synthetic-user-v1-000802,Fantasy Lover,,0.0,0.3077,0.3407,0.3819,0.4831,0.0279,0.4901,1.0,0.3824,0.7843,17.1034,high,0.4218,0.5655,0.7972,0.7551,0.7331,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:21Z
synthetic-user-v1-000803,Fantasy Lover,,0.0,0.5313,0.6659,0.7389,0.5206,0.5011,0.3688,0.7481,0.5044,0.6408,13.2039,medium,0.0,0.5504,0.7572,0.4026,0.5942,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:22Z
synthetic-user-v1-000804,Curious Generalist,,0.0,0.2138,0.5066,0.7775,0.3097,0.4816,0.6248,0.4629,0.512,0.2826,22.0037,ultra_high,0.4177,0.4694,0.8687,0.4755,0.6639,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:23Z
synthetic-user-v1-000805,Luxury Collector,Curious Generalist,0.2815,0.1728,0.5713,0.2671,0.6298,0.8111,0.2981,0.3985,0.3349,0.5123,20.1793,ultra_high,0.6103,0.6908,0.2987,0.3957,0.3255,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:24Z
synthetic-user-v1-000806,Eclectic Browser,Nature Explorer,0.2009,0.8997,0.4906,0.7963,0.5314,0.3972,0.6823,0.5405,0.766,0.6887,8.7263,low,0.4921,0.468,1.0,0.3411,0.5752,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:25Z
synthetic-user-v1-000807,History Collector,,0.0,0.4448,0.4139,0.4229,0.7197,0.1668,0.4045,0.1166,0.1501,0.774,11.102,medium,0.8562,0.5461,0.616,0.5211,0.218,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:26Z
synthetic-user-v1-000808,Thrill Seeker,,0.0,0.8851,0.4251,0.9229,0.6201,0.6965,0.6084,0.3433,0.3476,0.869,13.1636,medium,0.2565,0.291,0.7541,0.6556,0.8614,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:27Z
synthetic-user-v1-000809,Thrill Seeker,,0.0,0.788,0.2068,0.8226,0.3629,0.752,0.8801,0.4966,0.363,0.7844,7.2,low,0.3984,0.4753,0.5774,0.4402,0.6858,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:28Z
synthetic-user-v1-000810,Thrill Seeker,,0.0,0.8691,0.2371,0.7276,0.1087,0.2952,0.5765,0.4952,0.5094,1.0,9.3146,low,0.698,0.5056,0.8471,0.4854,0.6616,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:29Z
synthetic-user-v1-000811,Nature Explorer,Eclectic Browser,0.2325,0.3816,0.5707,0.5996,0.3824,0.6139,0.7929,0.283,0.5138,0.3098,15.733,high,0.748,0.3971,0.6049,0.4846,0.7617,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:30Z
synthetic-user-v1-000812,Power Seeker,,0.0,0.882,0.6192,0.5805,0.5946,0.545,0.225,0.2551,0.1655,0.8897,15.2319,high,0.3175,0.73,0.4151,0.725,0.818,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:31Z
synthetic-user-v1-000813,Luxury Collector,,0.0,0.6918,0.8411,0.4815,0.4666,0.701,0.0595,0.5237,0.3285,0.7386,13.1376,medium,0.5244,0.8582,0.4983,0.6617,0.387,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:32Z
synthetic-user-v1-000814,Power Seeker,,0.0,0.6638,0.5909,0.6109,0.5513,0.4298,0.307,0.825,0.3547,1.0,20.8855,ultra_high,0.4005,0.6581,0.4209,0.9152,0.7014,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:33Z
synthetic-user-v1-000815,Thrill Seeker,Nature Explorer,0.3699,1.0,0.3542,0.5724,0.5211,0.3943,0.5531,0.5175,0.3903,0.6857,12.7163,medium,0.4562,0.393,0.6916,1.0,0.8427,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:34Z
synthetic-user-v1-000816,Fantasy Lover,,0.0,0.8335,0.5258,0.7948,0.2925,0.2524,0.4047,0.8941,0.2181,0.9306,12.2016,medium,0.7133,0.6565,0.9941,0.4099,0.1324,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:35Z
synthetic-user-v1-000817,Curious Generalist,,0.0,0.6949,0.3999,0.7514,0.616,0.6455,0.4717,0.5609,0.431,0.4086,18.7722,high,0.6141,0.5652,0.6645,0.5258,0.6023,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:36Z
synthetic-user-v1-000818,Fantasy Lover,,0.0,0.5203,0.4968,0.7624,0.6856,0.6686,0.4554,0.796,0.2684,0.7684,16.0572,high,0.7261,0.7199,0.3743,0.6299,0.3925,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:37Z
synthetic-user-v1-000819,Luxury Collector,Thrill Seeker,0.2477,0.2536,0.8909,0.7681,0.3824,0.4412,0.1647,0.3523,0.3854,0.4528,18.2672,high,0.7888,0.6942,0.4339,0.5432,0.2132,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:38Z
synthetic-user-v1-000820,Curious Generalist,,0.0,0.4729,0.5031,0.8398,0.7127,0.3597,0.5231,0.728,0.5589,0.5407,10.3142,low,0.4602,0.3299,0.7634,0.2378,0.389,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:39Z
synthetic-user-v1-000821,Nature Explorer,,0.0,0.4619,0.6321,0.6346,0.6005,0.3393,0.8979,0.0,0.6047,0.487,13.9461,medium,0.6123,0.5632,0.8982,0.2236,0.7136,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:40Z
synthetic-user-v1-000822,Eclectic Browser,,0.0,0.6557,0.6394,0.8844,0.5897,0.6673,0.7245,0.5778,0.4226,0.5548,11.924,medium,0.5748,0.6219,0.9212,0.8539,0.3562,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:41Z
synthetic-user-v1-000823,Tech Futurist,,0.0,0.4884,0.7652,0.7424,0.4001,1.0,0.3034,0.7108,0.5962,0.805,14.2158,medium,0.6804,0.6828,0.5727,0.4914,0.5748,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:42Z
synthetic-user-v1-000824,Tech Futurist,Thrill Seeker,0.2131,0.7289,0.4154,0.7863,0.3608,0.8927,0.5689,0.1775,0.5743,0.6346,9.8032,low,0.7113,0.8433,0.5315,0.3741,0.6438,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:43Z
synthetic-user-v1-000825,Thrill Seeker,,0.0,0.6527,0.3468,0.8176,0.4196,0.3955,0.709,0.699,0.5653,0.6128,11.2327,medium,0.319,0.5426,0.7172,0.9426,0.6466,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:44Z
synthetic-user-v1-000826,History Collector,Thrill Seeker,0.3712,0.4894,0.2589,0.4378,0.8704,0.2859,0.5576,0.4004,0.4297,0.5876,15.0888,high,0.6506,0.426,0.41,0.3998,0.2276,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:45Z
synthetic-user-v1-000827,History Collector,,0.0,0.3908,0.5588,0.5915,0.6798,0.1757,0.3275,0.5802,0.1895,0.4527,18.796,high,0.3782,0.2692,0.6971,0.1001,0.1718,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:46Z
synthetic-user-v1-000828,Curious Generalist,,0.0,0.7113,0.3603,0.6273,0.2938,0.4264,0.8013,0.7155,0.5176,0.8589,15.3638,high,0.6237,0.5482,0.4635,0.0,0.7282,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:47Z
synthetic-user-v1-000829,Nature Explorer,,0.0,0.6323,0.5772,0.6342,0.5508,0.2655,1.0,0.0,0.6164,0.2908,7.5699,low,0.5576,0.5696,0.6056,0.5064,0.6524,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:48Z
synthetic-user-v1-000830,Thrill Seeker,,0.0,0.9373,0.4115,0.3625,0.33,0.6616,0.6036,0.5353,0.3919,0.4918,14.612,medium,0.6182,0.4444,0.8029,0.7603,0.6067,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:49Z
synthetic-user-v1-000831,Fantasy Lover,,0.0,0.5771,0.7677,0.967,0.4801,0.5955,0.2532,0.7801,0.2868,0.6487,7.2,low,0.3273,0.6382,0.973,0.576,0.2896,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:50Z
synthetic-user-v1-000832,Power Seeker,History Collector,0.2395,0.649,0.6185,0.6659,0.3647,0.5691,0.6915,0.5599,0.3673,0.6501,18.7101,high,0.4026,0.5151,0.3004,0.3697,0.3457,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:51Z
synthetic-user-v1-000833,Thrill Seeker,Fantasy Lover,0.2015,0.6663,0.5882,0.6006,0.0423,0.665,0.7391,0.5486,0.4577,0.8256,12.8636,medium,0.1419,0.2328,0.7109,0.6037,0.7543,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:52Z
synthetic-user-v1-000834,Nature Explorer,,0.0,0.1087,0.6675,0.4082,0.8121,0.2474,1.0,0.7586,0.1473,0.4576,15.5225,high,0.3508,0.1444,0.6945,0.5327,0.5356,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:53Z
synthetic-user-v1-000835,Eclectic Browser,Curious Generalist,0.2393,0.4832,0.7713,0.6127,0.5049,0.3014,0.4207,0.6157,0.5713,0.5467,11.3074,medium,0.2697,0.2744,0.9803,0.4939,0.8039,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:54Z
synthetic-user-v1-000836,Curious Generalist,History Collector,0.3078,0.1765,0.5857,0.6719,0.7905,0.3604,0.2606,0.2631,0.417,0.7456,12.5211,medium,0.5396,0.7114,0.744,0.5746,0.7394,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:55Z
synthetic-user-v1-000837,Curious Generalist,,0.0,0.5639,0.4423,0.6568,0.4132,0.3933,0.384,0.4664,0.4365,0.5034,10.7889,low,0.383,0.624,0.7944,0.5083,0.5378,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:56Z
synthetic-user-v1-000838,Power Seeker,,0.0,0.6377,0.6719,0.3684,0.3642,0.2528,0.4087,0.4841,0.5742,1.0,17.6962,high,0.2173,0.4894,0.496,0.5178,0.5939,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:57Z
synthetic-user-v1-000839,Curious Generalist,,0.0,0.467,0.4861,0.3334,0.2115,0.6099,0.5447,0.4156,0.6044,0.8058,18.9023,high,0.2984,0.5449,0.7457,0.5841,0.3665,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:58Z
synthetic-user-v1-000840,Tech Futurist,,0.0,0.2799,0.396,0.777,0.404,0.8359,0.4222,0.6425,0.1881,0.6375,11.677,medium,0.277,0.6009,0.6948,0.5473,0.8063,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:13:59Z
synthetic-user-v1-000841,Tech Futurist,,0.0,0.5974,0.4775,0.7049,0.2978,0.849,0.1734,0.4916,0.5961,0.7583,15.1611,high,0.2726,0.7826,0.6299,0.6942,0.6836,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:00Z
synthetic-user-v1-000842,Curious Generalist,Power Seeker,0.3459,0.6006,0.5182,0.6122,0.3456,0.5612,0.5051,0.7407,0.3323,0.5408,7.7763,low,0.5962,0.2405,1.0,0.3656,1.0,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:01Z
synthetic-user-v1-000843,Luxury Collector,,0.0,0.3598,0.9102,0.6978,0.2523,0.5609,0.3285,0.1491,0.3199,0.8458,14.005,medium,0.8681,0.9713,0.2791,0.1234,0.4487,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:02Z
synthetic-user-v1-000844,Thrill Seeker,,0.0,0.8167,0.4206,0.845,0.2995,0.3789,0.5231,0.3106,0.3917,0.9889,13.411,medium,0.1462,0.1996,0.4833,0.7808,0.8413,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:03Z
synthetic-user-v1-000845,History Collector,,0.0,0.3325,0.8058,0.8463,0.9227,0.3434,0.4155,0.3264,0.0,0.4819,17.0918,high,0.6247,0.3795,0.3923,0.0,0.573,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:04Z
synthetic-user-v1-000846,Nature Explorer,,0.0,0.7056,0.594,0.9421,0.387,0.3745,0.952,0.2266,0.4115,0.2518,9.9447,low,0.6578,0.4583,0.9131,0.1381,0.7552,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:05Z
synthetic-user-v1-000847,History Collector,,0.0,0.2452,0.7059,0.6034,0.572,0.0,0.4669,0.0301,0.1724,0.6633,16.8024,high,0.7493,0.3594,0.1741,0.3877,0.5437,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:06Z
synthetic-user-v1-000848,Nature Explorer,,0.0,0.3476,0.526,0.784,0.402,0.0536,0.8091,0.4118,0.0259,0.1128,11.9782,medium,0.7161,0.8153,0.773,0.2625,0.7077,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:07Z
synthetic-user-v1-000849,Power Seeker,,0.0,0.3867,0.4473,0.8259,0.6594,0.6511,0.1485,0.7629,0.5752,0.7079,19.4434,high,0.2325,1.0,0.5767,0.7249,0.7169,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:08Z
synthetic-user-v1-000850,Eclectic Browser,,0.0,0.65,0.414,0.704,0.0974,0.0729,0.7285,0.6399,0.6125,0.5839,19.318,high,0.4759,0.2696,1.0,0.433,0.8107,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:09Z
synthetic-user-v1-000851,Tech Futurist,Thrill Seeker,0.3717,0.6711,0.2693,0.7258,0.3357,0.818,0.3612,0.7027,0.4851,0.5571,11.6057,medium,0.6122,0.7247,0.4531,0.8344,0.4243,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:10Z
synthetic-user-v1-000852,Thrill Seeker,,0.0,0.8901,0.2975,0.5978,0.2813,0.1847,0.2853,0.2092,0.6787,0.555,14.846,medium,0.0773,0.6153,0.5277,1.0,0.5168,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:11Z
synthetic-user-v1-000853,Power Seeker,Eclectic Browser,0.3617,0.7947,0.4109,0.5933,0.4451,0.5232,0.5863,0.424,0.4524,0.8543,18.7711,high,0.2976,0.7218,0.3332,0.7782,0.7684,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:12Z
synthetic-user-v1-000854,Eclectic Browser,Tech Futurist,0.2903,0.7631,0.4383,0.8578,0.7542,0.8541,0.3855,0.2446,0.474,0.7767,10.8463,low,0.5885,0.2571,0.8486,0.4013,0.8243,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:13Z
synthetic-user-v1-000855,Thrill Seeker,,0.0,0.7345,0.5244,0.7525,0.2723,0.4524,0.5453,0.6322,0.5816,0.7967,11.5992,medium,0.8215,0.3397,0.7246,0.4988,0.8922,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:14Z
synthetic-user-v1-000856,Eclectic Browser,Curious Generalist,0.2773,0.7688,0.4836,0.6208,0.5941,0.5084,0.8203,0.4951,0.5269,0.7076,18.0113,high,0.2667,0.4201,1.0,0.7572,0.7213,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:15Z
synthetic-user-v1-000857,Curious Generalist,,0.0,0.5188,0.3008,0.6888,0.606,0.3963,0.5108,0.5099,0.4341,0.5569,20.8799,ultra_high,0.5573,0.4382,0.7083,0.4118,0.7704,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:16Z
synthetic-user-v1-000858,Tech Futurist,,0.0,0.6538,0.258,0.6447,0.3822,0.9072,0.3158,0.5541,0.4613,0.5877,11.3624,medium,0.4006,0.3795,0.8049,0.5864,0.4489,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:17Z
synthetic-user-v1-000859,Nature Explorer,,0.0,0.3839,0.1017,0.5974,0.5788,0.802,0.9319,0.5113,0.3392,0.636,16.8482,high,0.3543,0.1342,0.5016,0.2057,0.5215,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:18Z
synthetic-user-v1-000860,History Collector,,0.0,0.3115,0.6217,0.7144,0.7085,0.2076,0.4694,0.141,0.4154,0.5292,18.4263,high,0.483,0.3922,0.049,0.638,0.3433,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:19Z
synthetic-user-v1-000861,Tech Futurist,Fantasy Lover,0.3131,0.4261,0.8383,0.8984,0.2556,0.7901,0.0144,0.8693,0.3257,0.8902,16.61,high,0.3636,0.6694,0.3342,0.2969,0.6649,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:20Z
synthetic-user-v1-000862,Fantasy Lover,,0.0,0.6379,0.7702,0.7953,0.6823,0.3794,0.4886,1.0,0.1596,0.7242,15.3404,high,0.511,0.6315,0.1206,0.3254,0.3676,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:21Z
synthetic-user-v1-000863,Eclectic Browser,Tech Futurist,0.2652,0.371,0.2232,0.5124,0.1684,0.4099,0.4688,0.5191,0.5175,0.6434,12.7699,medium,0.4634,0.258,0.9659,1.0,0.8255,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:22Z
synthetic-user-v1-000864,Space Enthusiast,,0.0,0.4602,0.5239,0.7359,0.4742,0.3962,0.2742,0.5009,0.7734,0.5551,19.7942,high,0.1846,0.5066,0.4776,0.6837,0.5024,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:23Z
synthetic-user-v1-000865,Fantasy Lover,,0.0,0.5928,0.761,0.7463,0.4121,0.5106,0.0706,0.9,0.0312,0.6235,14.5043,medium,0.4057,0.6926,0.4002,0.4787,0.6109,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:24Z
synthetic-user-v1-000866,Nature Explorer,,0.0,0.514,0.4251,0.3118,0.433,0.6194,1.0,0.0606,0.4872,0.7294,16.9532,high,0.3536,0.3287,0.8693,0.2708,0.5916,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:25Z
synthetic-user-v1-000867,Eclectic Browser,,0.0,0.9116,0.799,0.6184,0.55,0.6515,0.6212,0.3726,0.3573,0.5862,14.3894,medium,0.398,0.7243,0.9097,0.827,0.8244,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:26Z
synthetic-user-v1-000868,Curious Generalist,Fantasy Lover,0.2109,0.6193,0.4527,0.6958,0.439,0.4073,0.3437,0.5001,0.3707,0.6167,14.2343,medium,0.5435,0.5826,0.4754,0.4864,0.424,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:27Z
synthetic-user-v1-000869,Eclectic Browser,History Collector,0.2116,0.8496,0.4212,0.6212,0.2962,0.4417,0.5997,0.5741,0.5085,0.6455,10.2647,low,0.4732,0.305,0.8487,0.6932,0.4081,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:28Z
synthetic-user-v1-000870,History Collector,,0.0,0.408,0.4602,0.3565,0.8663,0.5004,0.3046,0.3503,0.3362,0.5932,17.1389,high,1.0,0.2583,0.2681,0.6014,0.5651,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:29Z
synthetic-user-v1-000871,Space Enthusiast,Fantasy Lover,0.3832,0.373,0.6643,0.8804,0.3393,0.6902,0.9582,0.7507,0.521,0.7025,21.3494,ultra_high,0.5115,0.2835,0.7784,0.6235,0.4779,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:30Z
synthetic-user-v1-000872,Power Seeker,,0.0,0.6521,0.2002,0.5148,0.406,0.6231,0.101,0.6592,0.3084,0.8416,14.4663,medium,0.4222,0.8865,0.7736,0.8382,0.4909,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:31Z
synthetic-user-v1-000873,Thrill Seeker,Curious Generalist,0.3946,0.8304,0.5353,0.8101,0.3952,0.5297,0.701,0.6125,0.527,0.7359,12.5436,medium,0.357,0.4054,0.6445,0.833,0.39,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:32Z
synthetic-user-v1-000874,Luxury Collector,Eclectic Browser,0.3756,0.4424,0.899,0.4935,0.5896,0.4443,0.5438,0.7066,0.5407,0.5851,11.8177,medium,0.2525,0.7359,0.2369,0.2494,0.3862,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:33Z
synthetic-user-v1-000875,Eclectic Browser,,0.0,0.7305,0.2107,0.3826,0.3999,0.6178,0.4884,0.5416,0.4227,0.6834,15.3941,high,0.0,0.7926,0.8653,0.3094,0.6608,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:34Z
synthetic-user-v1-000876,Curious Generalist,,0.0,0.3652,0.3126,0.1522,0.2822,0.5914,0.2209,0.7268,0.4944,0.7024,14.8153,medium,0.5977,0.3845,0.8945,0.4835,0.4504,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:35Z
synthetic-user-v1-000877,Power Seeker,Space Enthusiast,0.2361,0.5317,0.5024,0.9279,0.8757,0.4743,0.2272,0.6467,0.5526,1.0,18.0071,high,0.1215,0.721,0.4867,0.4466,0.579,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:36Z
synthetic-user-v1-000878,Power Seeker,Space Enthusiast,0.2655,0.3186,0.4624,0.767,0.4158,0.5539,0.2093,0.3484,0.5318,0.9688,16.5813,high,0.2672,0.6706,0.6369,1.0,0.556,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:14:37Z
